165.32	3374.80
165.38	-245.66
165.44	595.17
165.50	-77.68
165.55	-20.74
165.61	0.19
165.67	26.49
165.72	34.49
165.78	39.19
165.84	37.44
165.89	34.61
165.95	32.90
166.01	32.41
166.06	34.32
166.12	37.09
166.18	34.83
166.23	37.05
166.29	36.57
166.35	32.83
166.40	31.39
166.46	38.31
166.52	40.65
166.57	41.26
166.63	41.84
166.69	45.10
166.74	39.18
166.80	39.54
166.86	41.22
166.91	41.99
166.97	36.20
167.03	38.72
167.08	32.96
167.14	32.49
167.20	30.72
167.25	42.76
167.31	43.07
167.37	48.79
167.42	50.72
167.48	56.65
167.54	50.86
167.59	49.92
167.65	45.71
167.71	45.02
167.76	43.66
167.82	39.60
167.88	39.36
167.93	46.86
167.99	46.02
168.05	48.26
168.10	55.89
168.16	55.69
168.21	53.73
168.27	58.16
168.33	60.24
168.38	52.90
168.44	57.59
168.50	56.13
168.55	54.64
168.61	55.13
168.67	57.49
168.72	54.34
168.78	54.63
168.84	50.32
168.89	49.35
168.95	50.09
169.01	49.55
169.06	48.91
169.12	48.12
169.18	45.46
169.23	45.37
169.29	49.89
169.34	54.54
169.40	57.46
169.46	62.36
169.51	64.02
169.57	59.73
169.63	55.60
169.68	60.87
169.74	56.88
169.80	62.70
169.85	64.39
169.91	68.92
169.97	65.16
170.02	65.40
170.08	64.45
170.13	64.03
170.19	63.07
170.25	63.97
170.30	67.81
170.36	59.87
170.42	61.70
170.47	62.81
170.53	64.47
170.59	61.32
170.64	65.00
170.70	63.84
170.76	61.27
170.81	62.58
170.87	61.64
170.92	62.65
170.98	64.92
171.04	67.27
171.09	63.24
171.15	71.49
171.21	72.27
171.26	69.49
171.32	67.28
171.37	71.13
171.43	65.41
171.49	69.68
171.54	73.21
171.60	74.98
171.66	77.09
171.71	77.33
171.77	74.75
171.83	80.58
171.88	79.27
171.94	78.52
171.99	83.22
172.05	82.43
172.11	83.72
172.16	92.00
172.22	92.21
172.28	92.56
172.33	90.46
172.39	87.08
172.44	83.95
172.50	89.16
172.56	88.19
172.61	96.30
172.67	95.72
172.72	94.99
172.78	90.32
172.84	85.95
172.89	79.36
172.95	78.67
173.01	80.01
173.06	78.39
173.12	84.05
173.17	85.56
173.23	84.97
173.29	85.47
173.34	86.93
173.40	80.99
173.46	81.36
173.51	84.31
173.57	83.95
173.62	78.90
173.68	85.65
173.74	84.78
173.79	86.47
173.85	83.91
173.90	86.38
173.96	82.96
174.02	79.78
174.07	71.20
174.13	70.58
174.18	73.02
174.24	66.06
174.30	66.62
174.35	72.64
174.41	69.52
174.47	63.61
174.52	65.18
174.58	64.44
174.63	59.61
174.69	58.40
174.75	59.91
174.80	70.81
174.86	68.14
174.91	68.87
174.97	69.09
175.03	66.62
175.08	54.23
175.14	61.09
175.19	57.07
175.25	57.78
175.31	62.69
175.36	64.57
175.42	61.29
175.47	66.34
175.53	66.38
175.59	62.53
175.64	63.94
175.70	62.20
175.75	57.19
175.81	55.48
175.87	56.62
175.92	52.67
175.98	54.11
176.03	54.34
176.09	54.82
176.15	54.38
176.20	55.77
176.26	55.32
176.31	58.69
176.37	56.18
176.42	57.35
176.48	60.77
176.54	58.44
176.59	55.31
176.65	58.42
176.70	59.90
176.76	58.64
176.82	56.84
176.87	53.98
176.93	53.63
176.98	52.17
177.04	47.30
177.10	52.39
177.15	53.88
177.21	54.94
177.26	53.81
177.32	57.80
177.37	59.24
177.43	62.92
177.49	59.47
177.54	57.11
177.60	57.57
177.65	58.10
177.71	52.56
177.77	55.76
177.82	57.62
177.88	61.58
177.93	56.62
177.99	63.49
178.04	58.56
178.10	59.14
178.16	52.54
178.21	53.85
178.27	50.51
178.32	54.66
178.38	53.53
178.43	54.93
178.49	54.98
178.55	54.33
178.60	53.23
178.66	52.39
178.71	53.53
178.77	51.41
178.82	52.72
178.88	52.88
178.94	53.40
178.99	55.04
179.05	59.30
179.10	54.89
179.16	57.75
179.21	60.20
179.27	58.81
179.33	54.31
179.38	58.17
179.44	55.62
179.49	55.46
179.55	53.68
179.60	54.51
179.66	53.53
179.72	56.13
179.77	53.58
179.83	52.34
179.88	53.56
179.94	55.06
179.99	51.28
180.05	51.79
180.11	52.85
180.16	55.04
180.22	57.49
180.27	62.51
180.33	63.39
180.38	67.41
180.44	63.32
180.49	63.11
180.55	60.62
180.61	64.75
180.66	59.38
180.72	57.18
180.77	55.06
180.83	55.03
180.88	52.03
180.94	51.70
180.99	56.07
181.05	56.53
181.11	58.06
181.16	58.18
181.22	59.84
181.27	61.75
181.33	60.07
181.38	56.69
181.44	57.73
181.49	62.61
181.55	63.44
181.61	69.80
181.66	72.42
181.72	69.68
181.77	66.49
181.83	64.03
181.88	69.29
181.94	70.70
181.99	77.01
182.05	78.00
182.11	78.91
182.16	69.68
182.22	68.64
182.27	64.31
182.33	66.92
182.38	66.96
182.44	72.20
182.49	73.86
182.55	75.36
182.60	74.43
182.66	78.15
182.72	80.69
182.77	83.67
182.83	87.71
182.88	91.49
182.94	92.47
182.99	89.03
183.05	87.17
183.10	89.15
183.16	88.28
183.21	89.74
183.27	98.10
183.32	103.13
183.38	107.44
183.44	115.47
183.49	121.52
183.55	124.26
183.60	132.22
183.66	139.91
183.71	150.42
183.77	159.74
183.82	170.50
183.88	182.37
183.93	194.85
183.99	210.20
184.04	228.62
184.10	242.33
184.15	255.42
184.21	269.45
184.27	271.29
184.32	271.52
184.38	268.52
184.43	262.92
184.49	244.27
184.54	224.78
184.60	212.07
184.65	195.69
184.71	185.24
184.76	186.43
184.82	204.28
184.87	223.51
184.93	251.74
184.98	281.95
185.04	317.00
185.09	344.61
185.15	373.92
185.20	408.32
185.26	444.89
185.31	475.96
185.37	507.13
185.43	529.00
185.48	550.23
185.54	575.31
185.59	600.72
185.65	626.85
185.70	668.92
185.76	716.92
185.81	753.11
185.87	793.17
185.92	838.58
185.98	875.86
186.03	893.05
186.09	893.64
186.14	866.32
186.20	809.91
186.25	716.96
186.31	623.72
186.36	552.28
186.42	519.98
186.47	527.79
186.53	578.37
186.58	652.69
186.64	731.96
186.69	807.77
186.75	871.62
186.80	932.37
186.86	991.63
186.91	1051.68
186.97	1107.16
187.02	1177.21
187.08	1240.59
187.13	1293.62
187.19	1347.97
187.24	1402.65
187.30	1435.86
187.35	1470.36
187.41	1515.44
187.47	1561.37
187.52	1602.41
187.58	1660.17
187.63	1739.58
187.69	1825.00
187.74	1900.69
187.80	1966.52
187.85	2018.21
187.91	2038.78
187.96	2023.02
188.02	1963.01
